product_name,quantity,price,expiration_date,supplier,location,category,weight,barcode,shelf_life
Bacardi Limon,3,72.42,6/24/2023,Rhyzio,Suite 43,clothing,89.97,7049395283257,23
Ezy Change Mophandle,707,681.51,2/10/2023,Nlounge,6th Floor,home goods,15.11,5347851141285,188
Crab Meat Claw Pasteurise,414,182.6,6/10/2022,Wikizz,20th Floor,clothing,38.47,5764777811609,84
"C - Plus, Orange",442,569.79,10/10/2022,Topicstorm,Apt 1294,electronics,46.96,7349032966427,165
Chocolate Bar - Coffee Crisp,646,834.39,6/13/2023,Bluejam,Room 1499,home goods,3.8,4079286945116,70
Papadam,291,872.9,7/25/2023,Voonder,1st Floor,clothing,59.13,4588640664988,263
Stock - Fish,479,167.7,11/4/2023,Topiczoom,Room 894,home goods,98.25,9965514294264,251
Cake - Lemon Chiffon,736,449.35,11/13/2022,Skilith,Apt 252,clothing,96.81,8064734978487,46
Ezy Change Mophandle,443,324.03,4/5/2022,Mita,20th Floor,clothing,8.96,1351334193194,52
"Brownies - Two Bite, Chocolate",233,313.6,5/3/2023,Realmix,Room 1763,home goods,72.23,1092985955561,115
Wine - Conde De Valdemar,946,571.26,2/9/2022,Devshare,PO Box 17152,home goods,1.3,6229517474680,168
Soup Campbells Turkey Veg.,999,201.16,8/15/2023,Twimm,Suite 56,electronics,52.41,6133802125659,7
Goldschalger,819,556.82,11/9/2023,Oyoyo,4th Floor,clothing,83.88,3605336787678,120
"Pepper - White, Whole",751,557.03,12/2/2023,Centimia,Suite 45,electronics,40.48,2440856081929,159
Tofu - Firm,580,310.69,12/25/2022,Gigabox,Suite 88,home goods,53.83,8905734703941,330
Chicken - Tenderloin,648,938.48,10/8/2022,Katz,15th Floor,home goods,9.74,7185091329518,5
Lamb - Bones,934,327.37,12/19/2022,Eazzy,Suite 85,home goods,59.7,7880728980988,279
Cheese - Asiago,534,641.34,4/18/2022,Tambee,PO Box 16121,home goods,36.77,5122389449206,183
Yokaline,180,44.31,11/16/2023,Ainyx,20th Floor,clothing,48.94,8457271278089,36
"Juice - Tomato, 48 Oz",55,319.24,2/25/2023,Dynava,Suite 67,clothing,53.89,4975085643701,216
Monkfish Fresh - Skin Off,91,110.39,10/12/2023,Quaxo,PO Box 88041,clothing,3.86,6969852119442,312
Juice - Lagoon Mango,277,559.35,3/27/2022,Topicstorm,Room 1085,electronics,46.67,1114841940452,34
Dc Hikiage Hira Huba,837,742.21,6/12/2022,Skipstorm,Room 1560,home goods,52.88,9648828471364,12
Sage - Fresh,947,246.98,9/25/2022,Wikido,Room 1982,home goods,22.04,5781065308320,270
Chicken - Leg / Back Attach,709,400.29,1/8/2022,Meezzy,Apt 720,home goods,68.97,5164186782782,295
Veal - Slab Bacon,134,629.68,1/6/2022,Realblab,Apt 672,home goods,35.49,3669546331766,260
Beef - Ox Tongue,676,247.01,2/25/2023,Yakidoo,Room 189,clothing,8.91,3300537268127,171
Ginger - Crystalized,765,593.85,6/27/2022,Realcube,Room 1020,home goods,12.21,2588425759836,317
Cookie Dough - Chunky,887,140.24,12/4/2022,Thoughtbridge,14th Floor,electronics,27.24,8006300211822,94
"Fish - Scallops, Cold Smoked",15,574.22,8/9/2023,Layo,PO Box 36620,home goods,53.27,5300074266443,182
Apples - Spartan,567,655.87,2/12/2022,Voonder,18th Floor,home goods,50.32,3062211272605,262
Vaccum Bag 10x13,228,716.62,2/8/2023,Realbuzz,PO Box 67607,clothing,31.4,4009501105219,66
"Rosemary - Primerba, Paste",522,655.59,7/17/2022,Thoughtbridge,PO Box 88139,electronics,32.98,2766899331910,94
Pur Value,260,972.85,1/15/2022,Wordtune,Room 1797,home goods,14.33,3966029783111,4
Pepper - Cayenne,939,318.22,12/6/2022,Vimbo,Apt 1712,clothing,68.58,2152795004492,63
Ice Cream Bar - Oreo Cone,262,1.02,10/11/2022,Flashspan,Suite 52,electronics,38.2,4540263500614,140
Sour Puss - Tangerine,579,674.41,9/8/2022,Tanoodle,Room 745,home goods,26.98,6563866005884,167
"7up Diet, 355 Ml",724,30.34,11/21/2023,Zava,PO Box 35147,clothing,47.81,9739437459366,279
Tomatoes - Yellow Hot House,555,160.76,12/9/2023,Buzzster,18th Floor,clothing,32.55,9042640131078,78
"Soup - Campbells, Cream Of",945,656.75,8/27/2023,Dynazzy,Apt 1016,home goods,32.42,4812504368207,241
"Tortillas - Flour, 8",211,464.02,7/13/2023,Eare,Suite 7,clothing,24.38,6091774345801,298
Muffin Mix - Oatmeal,250,154.59,2/17/2022,Eayo,Room 1530,clothing,34.21,7203604488213,153
Flavouring - Orange,260,952.01,8/7/2022,Photobug,Suite 1,clothing,78.86,1745856910000,24
Amarula Cream,265,59.35,5/7/2023,Twitternation,Room 1753,electronics,29.1,7485893364776,99
Pectin,47,900.76,12/27/2022,Topicstorm,Suite 89,clothing,38.33,8988761794711,110
Puree - Mocha,840,663.42,6/30/2023,Dabshots,Suite 9,home goods,68.86,5349892781766,363
Onions - White,269,202.97,9/21/2023,Wordify,PO Box 38912,electronics,58.94,8111847301030,16
Flavouring - Raspberry,630,552.64,4/9/2022,Meezzy,Apt 1415,clothing,5.26,4313355101315,281
"Chicken - Diced, Cooked",690,664.27,9/10/2023,Browsetype,Room 1700,home goods,48.08,9703680109332,73
Cup Translucent 9 Oz,136,371.73,5/8/2023,Devify,3rd Floor,electronics,81.44,9863508587407,72
Lime Cordial - Roses,118,678.18,6/5/2023,Skyba,2nd Floor,clothing,11.03,1184592755920,22
Black Currants,668,160.83,3/5/2022,Quimba,Room 1202,clothing,41.75,6572164104985,63
Turkey Tenderloin Frozen,662,819.58,6/21/2023,Feedspan,Suite 57,clothing,0.48,3699683141636,160
Oil - Olive,713,639.51,11/20/2023,Lazzy,PO Box 74921,clothing,5.23,5847506811462,70
Quail - Jumbo,859,338.6,7/10/2023,Npath,Apt 263,home goods,15.27,6361838957961,328
Bacon Strip Precooked,214,982.77,2/16/2023,Topiczoom,14th Floor,clothing,98.68,6985446047844,233
Cornstarch,718,495.17,7/9/2022,Eidel,Apt 385,clothing,2.67,4626397338401,20
Wine - Lamancha Do Crianza,422,20.29,5/20/2023,Skibox,7th Floor,electronics,9.16,3831923047093,156
Potatoes - Peeled,301,204.87,11/2/2022,Babbleset,PO Box 68923,electronics,87.83,4008699549636,66
Cookie Chocolate Chip With,475,603.03,8/31/2022,Cogidoo,Room 1181,electronics,27.77,8426102399409,270
"Corn - Cream, Canned",800,806.73,4/26/2022,Feedmix,PO Box 94497,clothing,7.11,8514303638619,256
Oil - Olive,139,506.87,3/2/2023,Youbridge,Room 1231,electronics,77.86,4489292408681,363
"Wine - Red, Gallo, Merlot",347,598.67,3/23/2023,Rhynyx,Room 1422,home goods,85.15,7143984302404,35
Wine - Niagara Peninsula Vqa,684,475.93,11/30/2023,Feedmix,19th Floor,clothing,91.98,8289301480422,246
"Rum - Coconut, Malibu",509,733.45,7/11/2023,Skipfire,Room 1501,clothing,30.96,9440749910621,50
"Rice Pilaf, Dry,package",578,914.16,4/6/2023,Centizu,Room 503,home goods,64.95,6469633817600,172
"Beans - Black Bean, Canned",204,144.38,3/11/2022,Plambee,PO Box 92821,electronics,55.02,7025133109191,243
Appetizer - Asian Shrimp Roll,264,6.73,1/31/2023,Oyope,4th Floor,clothing,18.13,1796422494706,239
Pepper - Scotch Bonnet,245,597.42,5/3/2022,Youbridge,Room 1449,clothing,52.66,6640522117397,91
Capers - Pickled,298,232.17,1/9/2022,Tagtune,Suite 81,clothing,22.83,7712426952992,133
Soup - Cream Of Potato / Leek,287,704.55,4/18/2023,Tagtune,Suite 60,clothing,20.51,5963223512731,92
Foam Tray S2,613,717.09,3/3/2023,Wikibox,Room 159,clothing,6.7,6785471167892,197
Cake - Pancake,379,586.3,4/17/2022,Trunyx,Suite 61,home goods,52.16,8163760393401,281
Oil - Macadamia,578,437.13,7/4/2023,Shuffletag,Room 1279,clothing,52.44,5576368391712,203
Garbage Bags - Black,529,553.97,3/14/2023,Centidel,16th Floor,clothing,82.49,5892634729613,89
Garbage Bags - Clear,401,93.27,5/7/2022,Roomm,Room 448,clothing,34.85,1551095997064,7
"Crush - Grape, 355 Ml",369,762.12,8/11/2022,Oloo,PO Box 59459,home goods,15.09,2174330088908,47
Orange - Blood,193,700.85,8/11/2022,Kanoodle,Apt 720,clothing,67.69,5469194144521,124
"Wine - Red, Wolf Blass, Yellow",985,723.16,9/21/2023,Vidoo,Suite 89,electronics,27.99,9101656618414,223
Tia Maria,724,648.01,8/28/2022,Abata,Apt 821,electronics,79.73,8220645111670,97
Liqueur - Melon,410,328.94,12/30/2022,Wikivu,Apt 814,home goods,97.16,9222877878660,104
"Pasta - Fett Alfredo, Single Serve",593,226.96,8/31/2022,Babbleopia,4th Floor,clothing,90.56,5056617588312,235
Wine - George Duboeuf Rose,996,433.22,2/27/2023,Voolith,Apt 1949,clothing,0.29,9223166701302,71
Zucchini - Green,815,978.53,1/3/2023,Skaboo,8th Floor,electronics,4.46,9402598482409,148
Onions Granulated,173,947.99,8/12/2023,Aimbu,18th Floor,home goods,99.61,4562233582641,68
Beer - Mill St Organic,846,390.28,10/8/2023,Buzzshare,PO Box 76781,electronics,14.0,5008741155411,349
"Marsala - Sperone, Fine, D.o.c.",622,627.6,10/21/2022,Reallinks,PO Box 15248,clothing,96.92,1636242627876,90
Pail With Metal Handle 16l White,511,263.91,12/27/2022,Oyoloo,Suite 36,electronics,60.42,9853570724480,98
Cleaner - Lime Away,931,133.62,5/28/2022,Jabberstorm,PO Box 14144,electronics,44.52,4097934989044,21
Grenadillo,195,259.85,3/30/2022,Dabvine,Apt 661,home goods,81.49,2372296428597,232
Ezy Change Mophandle,405,230.64,8/24/2023,Twimbo,PO Box 69960,home goods,33.33,4377944982221,138
Bread - 10 Grain,210,541.56,7/30/2022,Linkbuzz,Suite 67,home goods,31.68,7496889412236,278
Arrowroot,189,533.49,1/24/2022,Oyoba,PO Box 3762,home goods,90.67,4078257656411,178
Cabbage - Green,469,925.97,9/4/2022,Eire,Suite 33,electronics,28.65,4089717739344,293
Cornflakes,638,604.53,11/6/2022,Thoughtblab,PO Box 9346,home goods,62.26,2812207945105,86
Bulgar,490,549.46,5/22/2023,Oyoloo,PO Box 43563,clothing,80.38,3161584233439,103
Dry Ice,164,479.21,6/8/2023,Dabvine,Apt 1494,home goods,7.17,8383408064666,5
"Fish - Scallops, Cold Smoked",581,147.88,5/12/2022,Kazu,Room 904,electronics,62.68,4537601605822,326
True - Vue Containers,593,348.26,2/7/2022,Mita,12th Floor,home goods,62.21,3161107230879,116
"Nut - Peanut, Roasted",554,550.63,2/19/2022,JumpXS,Room 493,home goods,63.58,1177492846132,43
"Bread - Rolls, Corn",634,175.42,12/6/2022,Wikizz,Room 1708,clothing,49.09,3900210015862,174
Beets - Mini Golden,683,727.85,9/10/2023,Thoughtbeat,Suite 88,home goods,18.0,9980118926018,169
Durian Fruit,449,398.93,2/28/2023,Skalith,6th Floor,home goods,35.57,1165344339033,241
"Shrimp - 21/25, Peel And Deviened",490,869.08,11/23/2023,Bubblebox,15th Floor,home goods,3.33,6492716741263,112
Brandy Cherry - Mcguinness,502,368.27,9/20/2023,Youtags,Apt 882,home goods,25.51,1611193827851,94
"Yogurt - Cherry, 175 Gr",169,330.48,1/17/2022,Livetube,Room 1112,clothing,74.07,6080406596337,172
"Coffee - Beans, Whole",580,712.36,10/30/2022,Skipstorm,Room 41,clothing,85.54,5477874100299,73
Steel Wool S.o.s,478,222.59,5/11/2022,Browsebug,PO Box 14681,clothing,87.43,7455318838515,154
Nacho Chips,102,691.68,1/30/2023,Zoombox,Suite 71,home goods,31.64,5601233209508,246
Cumin - Ground,204,963.87,6/7/2022,Vinder,PO Box 22051,electronics,78.22,6111441342186,329
Sea Bass - Fillets,858,113.81,12/28/2022,Linkbridge,19th Floor,home goods,80.18,9652997771163,364
Pork - Suckling Pig,425,576.12,5/6/2022,Quatz,PO Box 35247,clothing,34.41,2486030352279,286
Cheese - Asiago,929,485.51,5/23/2023,Gigaclub,PO Box 17940,clothing,35.73,2276225813731,111
"Veal - Tenderloin, Untrimmed",841,392.66,5/6/2023,Zooveo,Suite 2,clothing,54.69,7028079306459,332
Muffin Mix - Oatmeal,781,725.74,9/29/2023,Feednation,Suite 78,clothing,18.86,5170954550208,189
Scallop - St. Jaques,18,70.63,3/31/2023,Photobug,PO Box 67402,electronics,47.42,9268729724069,247
Bread - Olive,725,321.55,1/21/2022,Lajo,PO Box 95835,home goods,75.92,6673851062798,1
Wine - Semi Dry Riesling Vineland,433,716.77,2/11/2022,Topicware,7th Floor,clothing,42.49,1251575113575,242
Wine - Sake,610,37.34,1/22/2023,Viva,PO Box 90958,clothing,89.08,2946033633347,31
Yams,200,132.83,7/22/2022,Avamm,Suite 57,electronics,17.08,4544484551973,225
Corn - Mini,77,974.52,1/25/2022,Dabvine,PO Box 12194,electronics,91.47,8866672052044,196
"Salmon - Atlantic, Fresh, Whole",552,602.41,2/21/2022,Jabbercube,PO Box 8971,home goods,46.05,3168411810235,210
"Gin - Gilbeys London, Dry",800,556.45,10/15/2023,Miboo,Apt 932,home goods,0.89,2728195316635,122
Flower - Commercial Bronze,927,266.27,4/27/2023,Vimbo,PO Box 39836,electronics,95.97,9650048199226,304
Bacardi Mojito,321,426.64,8/4/2023,Innojam,PO Box 63228,clothing,14.33,2818379009053,68
Radish,766,275.65,12/21/2022,Brightbean,Apt 1544,electronics,60.11,1774756941138,80
Mussels - Frozen,653,791.86,5/29/2022,Jaxspan,Room 1623,clothing,30.27,2511600439680,263
"Tuna - Canned, Flaked, Light",314,120.28,11/30/2022,Skajo,Suite 14,electronics,82.71,1382210032931,33
Sprouts Dikon,326,730.86,8/23/2022,Trilith,Room 133,electronics,47.68,9007375885185,142
"Sauce - Gravy, Au Jus, Mix",49,576.53,7/8/2022,Pixonyx,Apt 1031,electronics,98.32,9214933713644,298
"Soup - Campbells, Classic Chix",196,730.92,12/22/2022,Brightbean,PO Box 153,electronics,20.33,7781121461039,181
Broom And Broom Rack White,24,60.3,6/10/2022,Skivee,Suite 5,electronics,49.21,5527641595763,47
"Bread - Pumpernickle, Rounds",447,626.49,4/3/2023,Shufflester,PO Box 93148,home goods,65.03,9213601654958,264
Island Oasis - Pina Colada,310,330.33,11/21/2022,Tagpad,6th Floor,electronics,22.12,6719585186259,177
Peach - Halves,531,717.84,10/16/2023,Thoughtblab,Suite 98,home goods,65.44,5593733254233,41
Lobak,416,707.21,8/22/2023,Vipe,Room 268,home goods,72.47,8769627009539,332
Port - 74 Brights,685,519.05,4/5/2023,Linklinks,PO Box 54247,electronics,23.65,3781625171070,67
Cheese - Mozzarella,418,455.81,3/23/2023,Dynabox,Apt 54,clothing,35.66,9225011449894,218
Urban Zen Drinks,627,367.24,11/30/2022,Brightdog,Suite 6,electronics,64.42,4874324963462,333
Oneshot Automatic Soap System,458,384.75,5/15/2023,Wikibox,19th Floor,clothing,90.17,6002395164550,64
Wine - Cabernet Sauvignon,251,913.25,5/21/2022,Dabfeed,Suite 7,clothing,99.01,6676164452776,13
Garlic - Elephant,616,496.96,10/10/2023,Meezzy,PO Box 73517,home goods,9.51,4251986274048,231
Table Cloth 72x144 White,573,792.46,9/8/2022,Twiyo,Room 1787,electronics,6.28,2960825600415,113
"Juice - Tomato, 10 Oz",372,181.41,8/8/2023,Aimbu,Apt 314,electronics,3.14,1705406751437,245
Pork - Back Ribs,92,86.95,11/27/2023,Brainverse,PO Box 19800,clothing,2.02,5065679566167,239
Radish - Pickled,399,838.04,8/4/2023,Centidel,PO Box 49298,home goods,71.38,3344060793963,247
Sansho Powder,192,750.61,6/1/2022,Camimbo,4th Floor,home goods,87.4,9443720228400,273
Lobster - Canned Premium,513,340.52,2/4/2022,Skalith,Room 1779,electronics,66.73,1289325965125,136
Pork - Ground,366,629.31,5/13/2023,Devify,6th Floor,electronics,87.63,9291901841836,334
Lettuce - California Mix,457,747.28,6/9/2023,Mycat,Suite 37,home goods,23.91,2003140331718,210
Wine - Chardonnay Mondavi,230,865.04,7/31/2023,Voonyx,PO Box 90630,electronics,70.07,3486715321138,264
"Pasta - Canelloni, Single Serve",865,727.02,5/18/2022,Twinte,Suite 76,electronics,76.75,4483192010135,297
Apple - Custard,774,415.94,9/6/2022,Thoughtstorm,4th Floor,electronics,43.16,2717553355868,351
"Roe - Lump Fish, Black",517,192.97,4/8/2022,Mydo,1st Floor,clothing,57.47,6690597253465,140
Cake - Cheese Cake 9 Inch,447,693.48,3/5/2023,Photospace,Room 1705,electronics,45.33,7312816930138,170
"Pork - Loin, Boneless",56,430.81,3/21/2023,Rhybox,Suite 94,clothing,69.18,3574031302838,234
Versatainer Nc - 8288,327,750.47,5/30/2022,Yodel,Apt 52,home goods,55.64,2447897388187,79
"Chilli Paste, Ginger Garlic",922,572.19,11/12/2023,Realblab,Apt 1570,home goods,4.41,1706316197099,67
Pork - Ham Hocks - Smoked,723,869.03,4/20/2023,Yodo,8th Floor,home goods,31.52,8680015110887,88
Langers - Mango Nectar,1000,774.05,10/24/2023,Vidoo,PO Box 57877,electronics,64.04,2948257070288,37
Vinegar - Red Wine,889,768.03,5/26/2022,Dabtype,Apt 1301,home goods,15.45,1373256820736,165
Creme De Cacao Mcguines,261,187.5,5/28/2023,Linklinks,Suite 40,home goods,44.88,6062267927989,278
Shortbread - Cookie Crumbs,682,20.3,9/24/2022,Twitterbeat,Apt 1344,electronics,93.99,3985354698209,189
Flour - Pastry,897,682.72,9/25/2023,Shufflebeat,Room 1575,home goods,63.33,4604913060980,255
Bread Foccacia Whole,475,235.46,3/1/2022,Zoomzone,Room 1333,home goods,79.0,3106350474679,84
"Glass - Wine, Plastic, Clear 5 Oz",768,674.41,3/7/2022,Dynabox,Suite 13,electronics,18.82,8863048785972,213
"Soup - Knorr, French Onion",940,847.15,4/7/2023,Cogilith,Apt 984,home goods,35.2,1989521746391,362
Sausage - Meat,218,256.5,6/13/2023,Eimbee,Suite 78,electronics,54.32,7798005563795,32
Bread Sour Rolls,78,29.75,3/20/2023,Topicshots,Apt 1802,clothing,67.43,1084454658339,143
Nougat - Paste / Cream,809,110.71,12/8/2022,Oba,Room 620,home goods,15.91,6865372722033,234
Beer - Labatt Blue,463,579.16,4/21/2023,Mybuzz,Room 1967,clothing,47.41,5206502576565,267
Muffin - Mix - Creme Brule 15l,444,557.77,7/9/2023,Twitterworks,Suite 51,electronics,4.32,5026772802415,303
"Wine - White, Schroder And Schyl",909,74.96,2/5/2023,Thoughtstorm,Apt 1591,home goods,57.59,9277371227979,320
Sugar - Palm,584,948.51,8/14/2022,Ntags,Suite 79,clothing,64.15,1248383631669,176
Praline Paste,316,218.97,8/18/2022,Wordify,PO Box 79663,electronics,13.6,4230784683233,209
Soup Knorr Chili With Beans,223,173.31,5/11/2022,Photospace,8th Floor,electronics,80.45,1310555097162,302
Water - Perrier,628,200.09,6/15/2023,Trunyx,Apt 1671,electronics,2.17,4436456981210,170
Muffin Hinge - 211n,45,294.12,10/17/2023,Youspan,Suite 60,electronics,96.41,3670012520685,209
Madeira,210,331.9,10/22/2022,Mita,PO Box 54427,clothing,31.57,5006934948512,358
"Lamb - Whole, Frozen",171,519.81,2/12/2023,Realmix,PO Box 45728,clothing,78.47,6480909933469,263
Lamb Rack - Ontario,189,106.03,12/15/2022,Edgeclub,6th Floor,clothing,46.74,7035509418121,334
Flavouring - Orange,758,905.51,8/27/2023,Wordify,PO Box 75024,clothing,74.13,6242271098684,12
Beans - Yellow,381,474.86,11/3/2022,Eidel,1st Floor,electronics,13.67,6602142490419,52
"Chicken - Leg, Fresh",678,153.95,5/19/2023,Gabtune,PO Box 87452,clothing,22.54,5735773087763,265
Tarragon - Fresh,682,601.1,1/18/2022,Vitz,3rd Floor,electronics,59.43,7091650976341,33
Beer - Moosehead,298,315.05,6/14/2023,Nlounge,Suite 62,electronics,12.75,4692202295484,45
Nantucket Apple Juice,207,452.74,10/11/2022,Voolia,Room 428,home goods,43.38,7587716098910,95
"Bread - Roll, Calabrese",9,471.63,1/12/2023,Flipstorm,Apt 719,home goods,6.8,2398362307690,155
"Salt - Rock, Course",914,718.43,11/10/2023,Dablist,Suite 88,home goods,46.23,9425703316189,145
Lettuce - Radicchio,150,767.02,6/20/2023,Leenti,Apt 814,home goods,60.91,1254176646735,10
"Wine - Red, Black Opal Shiraz",293,776.02,6/2/2022,Mycat,Room 1858,home goods,6.64,3917134787419,222
"Nut - Almond, Blanched, Sliced",155,301.06,6/19/2023,Jabbertype,Apt 1928,home goods,91.92,3323871378297,107
Chip - Potato Dill Pickle,227,503.65,12/12/2023,Kwimbee,Apt 1763,electronics,25.29,4176495347175,39
Flour - All Purpose,591,835.3,7/7/2022,Talane,Apt 1345,electronics,4.95,7029392473540,124
"Mushroom - Enoki, Fresh",146,823.44,4/9/2022,Yozio,Suite 37,electronics,69.18,4694458713527,224
Paper - Brown Paper Mini Cups,107,245.56,1/15/2023,Browsecat,PO Box 53698,electronics,50.67,9356125944247,278
Trout - Smoked,514,287.05,3/18/2023,Eamia,Room 691,clothing,31.92,3269352594344,154
Wine - Zinfandel Rosenblum,358,895.03,12/17/2023,Feedfire,PO Box 35201,clothing,34.35,6769286000164,312
Ketchup - Tomato,633,145.01,12/18/2022,Vinder,Apt 561,electronics,33.61,2586069871104,184
"Pork - Tenderloin, Frozen",105,552.18,2/5/2022,Edgeify,11th Floor,home goods,11.41,7227494803002,304
"Turkey - Breast, Boneless Sk On",167,474.12,11/14/2022,Eimbee,Suite 38,electronics,8.7,8678510600532,88
"Orange - Canned, Mandarin",532,571.68,12/21/2023,Vimbo,PO Box 1682,clothing,14.66,8849505513300,181
Bread - Dark Rye,937,11.22,11/18/2022,Vipe,Room 110,electronics,50.85,2163272252211,166
Flounder - Fresh,4,551.64,3/14/2023,Skipfire,Suite 2,home goods,81.61,3419258412833,113
Wine - Gato Negro Cabernet,667,936.2,9/4/2023,Yodel,PO Box 93043,home goods,25.66,4927966978131,224
Ice Cream Bar - Rolo Cone,3,123.43,10/3/2022,Photolist,9th Floor,clothing,0.38,5822377337308,171
"Soup - Knorr, Chicken Gumbo",999,209.08,3/24/2023,Plambee,18th Floor,clothing,65.19,9318021348920,313
Sweet Pea Sprouts,876,748.4,8/31/2022,Browsetype,PO Box 93380,clothing,43.04,2472946281735,139
Wine - Champagne Brut Veuve,389,994.6,4/15/2023,Jetwire,Room 398,clothing,34.04,2569464384734,5
Shrimp - Black Tiger 16/20,18,739.44,4/11/2023,Twitterlist,PO Box 45966,electronics,84.1,3916787308185,271
Cookies - Englishbay Oatmeal,870,475.16,5/20/2022,Thoughtbridge,Room 246,home goods,65.26,6023722126896,158
Wine - Barolo Fontanafredda,791,930.43,10/27/2022,Fanoodle,Apt 1042,home goods,28.26,8662422739900,304
Milk - Homo,126,816.3,4/7/2022,Demivee,Suite 49,clothing,56.18,9399818393890,204
"Potatoes - Instant, Mashed",4,556.46,12/23/2022,Tekfly,PO Box 34634,home goods,56.86,1529078276617,253
Edible Flower - Mixed,259,363.06,2/18/2023,Twimm,PO Box 44781,home goods,90.76,6876793484415,307
Soupcontfoam16oz 116con,416,697.59,2/4/2022,Npath,PO Box 82770,clothing,32.24,3782342652219,129
"Salmon - Atlantic, Skin On",204,347.99,10/28/2023,Vitz,Apt 294,home goods,79.14,8656996832514,188
"Pasta - Rotini, Colour, Dry",740,622.65,4/11/2023,Realbridge,16th Floor,home goods,48.78,8443763932176,281
Island Oasis - Magarita Mix,517,213.93,12/2/2022,Trudoo,Suite 85,clothing,37.78,2736780904570,362
